id,issues,label
788,"I often feel like I'm working harder rather than smarter, spending excessive time on low-value tasks.",0
789,I struggle with decision fatigue and find it challenging to make choices when faced with multiple options.,0
790,I frequently find myself in a state of constant busyness but feel like I'm not making meaningful progress on my most important goals.,0
791,I have difficulty maintaining focus and concentration when working on repetitive or tedious tasks.,0
792,I struggle with time management during meetings and often find them unproductive or inefficient.,0
793,I frequently feel overwhelmed by the number of tasks on my to-do list and struggle to prioritize them effectively.,0
794,"I have difficulty estimating how long it will take me to complete a task, leading to poor time allocation and planning.",0
795,I feel underprepared for my job responsibilities due to a lack of adequate training.,0
796,The training materials provided by the company are outdated and not relevant to my role.,0
797,I have not received sufficient training on the company's software systems and tools.,0
798,The training sessions offered by the company are too brief and do not cover all necessary topics in depth.,0
799,I feel overwhelmed by the amount of information I need to learn and retain without proper guidance or support.,0
800,"There is a lack of hands-on training opportunities, making it difficult to apply theoretical knowledge to real-world tasks.",0
801,I am struggling to adapt to new processes and procedures due to a lack of training and guidance.,0
802,The training materials provided by the company are poorly organized and difficult to follow.,0
803,I have not received adequate training on compliance and regulatory requirements relevant to my role.,0
804,I feel isolated and unsupported in my learning journey due to a lack of mentorship or coaching from management.,0
805,"The training sessions are infrequent and sporadic, making it challenging to develop and maintain new skills.",0
806,I am struggling to keep up with the pace of change in my role without ongoing training and development opportunities.,0
807,The training sessions are too generic and do not address the specific needs and challenges of my role.,0
808,I feel like I am expected to learn on the job without proper training or guidance from supervisors.,0
809,The company's training budget is insufficient to provide employees with the resources and support they need to succeed.,0
810,I have not received adequate training on customer service techniques and best practices.,0
811,The training materials provided by the company are too theoretical and do not include practical examples or case studies.,0
812,I am struggling to navigate complex systems and processes without proper training or documentation.,0
813,"The training sessions are too focused on theory and do not provide practical, hands-on experience.",0
814,I feel like I am constantly playing catch-up due to a lack of foundational training when starting in my role.,0
815,"The company's training program lacks structure and coherence, making it difficult to track progress and measure effectiveness.",0
816,"I am frustrated by the lack of follow-up or reinforcement after training sessions, leading to knowledge retention issues.",0
817,"I have not received sufficient training on diversity, equity, and inclusion topics relevant to my role.",0
818,The company's training program does not accommodate different learning styles and preferences among employees.,0
819,I feel like I am left to figure things out on my own due to a lack of guidance or support from supervisors.,0
820,I am struggling to meet performance expectations due to a lack of training and development opportunities.,0
821,"The training sessions are too brief and superficial, leaving me with unanswered questions and uncertainties.",0
822,"I have not received sufficient training on the company's products or services, making it difficult to represent them effectively.",0
823,The company's training program does not provide opportunities for ongoing skill development and growth.,0
824,"I feel overwhelmed by the amount of information presented in training sessions, leading to difficulty retaining key concepts.",0
825,I have not received adequate training on effective communication and interpersonal skills.,0
826,The company's training materials are not accessible to employees with disabilities or diverse learning needs.,0
827,I am frustrated by the lack of opportunities for advancement or career development provided through training programs.,0
828,The company's training program does not address the specific challenges and opportunities faced by different departments or teams.,0
829,I am struggling to keep up with changes in industry trends and best practices without ongoing training and development opportunities.,0
830,The company's training program does not provide opportunities for employees to give feedback or suggest improvements.,0
831,I feel like I am being set up for failure due to a lack of adequate training and support from management.,0
832,The training materials provided by the company are too technical and difficult to understand for employees without prior experience.,0
833,I am frustrated by the lack of clarity and consistency in training materials and resources provided by the company.,0
834,The company's training program does not prioritize the development of critical thinking and problem-solving skills.,0
835,I feel demotivated and disengaged from my work due to a lack of opportunities for learning and growth provided by the company.,0
836,The training sessions are too focused on procedural aspects of the job and do not provide context or rationale for tasks.,0
837,I have not received sufficient training on conflict resolution and problem-solving techniques.,0
838,The company's training program does not address the specific needs and challenges faced by remote or distributed teams.,0
839,I feel like I am falling behind my peers due to a lack of training and development opportunities provided by the company.,0
840,The company's training program does not provide opportunities for employees to practice and apply new skills in real-world scenarios.,0
841,I am struggling to navigate internal systems and tools without proper training or documentation.,0
842,I am struggling to balance my work schedule with personal commitments due to rigid working hours.,0
843,The company's inflexible scheduling policies make it difficult for me to attend important appointments or family events.,0
844,"I feel constrained by the fixed start and end times of my workday, which do not accommodate my peak productivity hours.",0
845,The lack of flexibility in my schedule makes it challenging to manage childcare responsibilities and family obligations.,0
846,I am frustrated by the inability to adjust my work hours to accommodate peak traffic times and minimize commute stress.,0
847,"The company's rigid scheduling policies do not allow for telecommuting or remote work options, limiting flexibility for employees.",0
848,"I feel pressured to conform to a traditional 9-to-5 schedule, which does not align with my preferred work style or productivity patterns.",0
849,The company's scheduling practices do not offer options for compressed workweeks or flexible start and end times.,0
850,I am struggling to maintain work-life balance due to the lack of flexibility in my work schedule.,0
851,The company's policy of requiring employees to be physically present in the office at all times limits flexibility for remote work.,0
852,I feel restricted by the company's policy of requiring advance notice for schedule changes or time off requests.,0
853,The lack of flexibility in my schedule makes it challenging to pursue further education or professional development opportunities.,0
854,I am frustrated by the inability to adjust my schedule to accommodate personal health appointments or wellness activities.,0
855,The company's inflexible scheduling policies do not take into account the individual needs and preferences of employees.,0
856,"I feel constrained by the company's policy of requiring employees to work fixed shifts or rotations, regardless of personal circumstances.",0
857,The lack of flexibility in my schedule makes it difficult to take breaks or recharge during the workday.,0
858,I am struggling to manage work-related stress and burnout due to the inflexibility of my work schedule.,0
859,The company's rigid scheduling practices make it challenging to balance multiple jobs or side projects outside of work.,0
860,"I feel trapped by the company's policy of requiring employees to adhere to strict schedules, even during periods of low workload.",0
861,The lack of flexibility in my schedule hinders my ability to collaborate with colleagues in different time zones or locations.,0
862,I am frustrated by the company's policy of requiring employees to work mandatory overtime or weekend shifts without flexibility.,0
863,The company's inflexible scheduling policies create barriers for employees with disabilities or chronic health conditions.,0
864,I feel limited in my ability to accommodate personal emergencies or unexpected events due to the rigidity of my work schedule.,0
865,The lack of flexibility in my schedule makes it challenging to participate in community or volunteer activities outside of work.,0
866,"I am struggling to maintain productivity and focus during traditional work hours, which do not align with my natural energy rhythms.",0
867,The company's policy of requiring employees to work fixed schedules does not take into account the needs of working parents or caregivers.,0
868,"I feel restricted by the company's policy of requiring employees to adhere to strict attendance policies, regardless of extenuating circumstances.",0
869,The lack of flexibility in my schedule hinders my ability to manage personal finances or attend financial planning workshops.,0
870,I am frustrated by the company's policy of requiring employees to work consecutive days or long shifts without flexibility.,0
871,The company's inflexible scheduling practices do not accommodate employees' preferences for remote work or flexible hours.,0
872,"I feel constrained by the company's policy of requiring employees to work standard shifts, even during holidays or special occasions.",0
873,"The lack of flexibility in my schedule makes it difficult to manage stress and avoid burnout, leading to decreased job satisfaction.",0
874,I am struggling to find time for self-care and relaxation outside of work due to the inflexibility of my work schedule.,0
875,The company's rigid scheduling policies make it challenging to accommodate religious or cultural observances and holidays.,0
876,I feel limited in my ability to pursue hobbies or personal interests outside of work due to the rigidity of my work schedule.,0
877,The lack of flexibility in my schedule hampers my ability to travel or take extended vacations without disrupting work responsibilities.,0
878,"I am frustrated by the company's policy of requiring employees to work fixed shifts, which do not align with my natural sleep patterns.",0
879,The company's inflexible scheduling practices create barriers for employees who wish to pursue remote work or digital nomad lifestyles.,0
880,"I feel constrained by the company's policy of requiring employees to work set hours, regardless of personal productivity peaks.",0
881,The lack of flexibility in my schedule limits my ability to take advantage of peak productivity hours or creative inspiration.,0
882,I am struggling to balance personal commitments with work responsibilities due to the inflexibility of my work schedule.,0
883,The company's rigid scheduling policies make it difficult to accommodate employees' individual preferences for work hours or shifts.,0
884,"I feel restricted by the company's policy of requiring employees to work fixed schedules, which do not allow for spontaneous breaks or downtime.",0
885,The lack of flexibility in my schedule makes it challenging to collaborate with global teams or attend international meetings.,0
886,"I am frustrated by the company's policy of requiring employees to work standard shifts, which do not align with my natural productivity rhythms.",0
887,I am unable to perform my job effectively due to outdated software and hardware.,0
888,The lack of technology resources hinders my ability to collaborate with colleagues efficiently.,0
889,"I am frustrated by the slow and unreliable internet connection, which impacts my productivity.",0
890,The outdated technology infrastructure makes it difficult to access and share important documents and files.,0
891,I feel left behind by competitors who have access to more advanced technology and tools.,0
892,The company's reliance on manual processes and paperwork slows down workflow and increases errors.,0
893,I am unable to participate in virtual meetings or remote collaboration due to outdated conferencing tools.,0
894,The lack of mobile-friendly applications and platforms limits my ability to work effectively on the go.,0
895,I am frustrated by the frequent system crashes and downtime caused by outdated technology.,0
896,The company's outdated technology makes it difficult to stay organized and keep track of tasks and deadlines.,0
897,I feel disadvantaged compared to peers who have access to better technology resources.,0
898,The lack of integrated software solutions results in data silos and inefficiencies across departments.,0
899,"I am unable to access important documents or systems remotely, limiting my ability to work outside of the office.",0
900,The company's outdated website and online presence negatively impact our brand image and reputation.,0
901,"I feel restricted by the lack of automation and streamlined processes, which leads to repetitive and time-consuming tasks.",0
902,The outdated technology infrastructure poses security risks and vulnerabilities to sensitive company data.,0
903,I am frustrated by the limited technical support available to address IT issues and challenges.,0
904,The lack of investment in technology innovation stifles creativity and limits opportunities for growth and improvement.,0
905,"I feel like I am constantly playing catch-up with technology advancements, which affects my confidence and job satisfaction.",0
906,The company's outdated email system hampers communication and collaboration with clients and partners.,0
907,I am unable to access important training materials or resources online due to outdated learning management systems.,0
908,The lack of modern communication tools and platforms impedes effective teamwork and collaboration.,0
909,I feel disadvantaged in my ability to adapt to remote work or flexible work arrangements due to technological limitations.,0
910,The company's reliance on legacy systems and software prevents us from taking advantage of new business opportunities and trends.,0
911,I am frustrated by the lack of investment in technology upgrades and improvements to support our work processes.,0
912,The outdated technology infrastructure increases the risk of technical failures and disruptions during critical business operations.,0
913,I feel hindered in my ability to innovate and experiment with new ideas due to technological constraints.,0
914,The lack of digital tools and resources makes it difficult to analyze data and make informed decisions.,0
915,I am unable to access up-to-date market information or industry trends due to outdated research tools and databases.,0
916,The company's reliance on paper-based processes and manual data entry increases the risk of errors and inefficiencies.,0
917,I feel like I am wasting time and energy on workarounds and manual tasks that could be automated with better technology.,0
918,The lack of investment in technology upgrades sends a message that the company is not committed to staying competitive in the market.,0
919,"I am frustrated by the limited integration between different systems and applications, which results in duplicate efforts and data discrepancies.",0
920,The outdated technology infrastructure inhibits our ability to scale and grow as a company.,0
921,I feel limited in my ability to access online training or professional development opportunities due to technological limitations.,0
922,The lack of digital collaboration tools and platforms makes it difficult to coordinate projects and share ideas with remote team members.,0
923,I am unable to access customer data or historical records quickly and efficiently due to outdated CRM systems.,0
924,The company's reliance on manual reporting and data analysis processes slows down decision-making and strategic planning.,0
925,I feel frustrated by the lack of innovation and forward-thinking in our technology strategy and investments.,0
926,The outdated technology infrastructure hampers our ability to attract and retain top talent in a competitive job market.,0
927,I am unable to take advantage of emerging technologies and trends that could give us a competitive edge in the industry.,0
928,The company's outdated technology systems make it difficult to comply with regulatory requirements and industry standards.,0
929,I feel like I am constantly fighting against technological barriers that hinder my productivity and efficiency.,0
930,The lack of investment in technology upgrades jeopardizes our ability to meet customer expectations and deliver quality service.,0
931,I am frustrated by the company's resistance to change and reluctance to adopt new technology solutions.,0
932,The outdated technology infrastructure limits our ability to adapt to changing market dynamics and customer needs.,0
933,"I feel like I am stuck in the past, unable to embrace modern technology and ways of working that could drive our success in the future.",0
934,I feel demotivated by the lack of recognition or appreciation for my efforts and contributions.,0
935,The monotony of my daily tasks and responsibilities has led to a decline in my motivation levels.,0
936,"I am struggling to find meaning and purpose in my work, which has resulted in a loss of motivation.",0
937,The lack of clear goals or objectives from management makes it difficult for me to stay motivated and focused.,0
938,"I feel disconnected from the company's mission and values, which has dampened my enthusiasm for my role.",0
939,The absence of opportunities for growth and advancement within the organization has sapped my motivation to excel.,0
940,"I am frustrated by the lack of feedback or constructive criticism from my manager, which makes it difficult to gauge my performance.",0
941,The company's failure to address concerns or implement suggestions from employees has eroded my motivation to contribute.,0
942,"I feel undervalued and overlooked in my role, which has led to a decrease in my motivation to perform at my best.",0
943,The lack of support or resources from management makes it challenging for me to achieve my goals and objectives.,0
944,I am struggling to maintain motivation in the face of constant changes or uncertainty within the organization.,0
945,The absence of a supportive and collaborative work environment has diminished my motivation to engage with my team and peers.,0
946,"I feel overwhelmed by the workload and expectations placed on me, which has drained my motivation and energy.",0
947,The company's failure to provide opportunities for professional development or skill enhancement has stifled my motivation to grow.,0
948,"I am frustrated by the lack of transparency and communication from management, which has undermined my trust and motivation.",0
949,The lack of alignment between my personal values and the company's goals has caused a loss of motivation and commitment.,0
950,"I feel uninspired by the company's outdated processes and procedures, which hinder innovation and creativity in my work.",0
951,The absence of recognition or rewards for my accomplishments has left me feeling disheartened and unmotivated.,0
952,I am struggling to maintain motivation in the face of office politics or favoritism within the organization.,0
953,The lack of autonomy or decision-making authority in my role makes it difficult for me to feel motivated and engaged.,0
954,"I feel stifled by the lack of opportunities for creativity and innovation in my work, which has dampened my motivation.",0
955,The company's failure to provide a supportive work-life balance has led to burnout and a loss of motivation in my role.,0
956,I am frustrated by the lack of recognition or career progression opportunities for my contributions to the company.,0
957,The absence of a positive and inclusive company culture has contributed to a decline in my motivation and morale.,0
958,"I feel disheartened by the lack of alignment between my personal goals and the direction of the organization, which has impacted my motivation.",0
959,The company's failure to address workplace conflicts or issues has created a toxic environment that has sapped my motivation.,0
960,I am struggling to find motivation in my role due to a lack of meaningful connections or relationships with colleagues.,0
961,The absence of opportunities for skill development or learning new things has led to a loss of motivation and interest in my work.,0
962,I feel demotivated by the lack of flexibility or recognition for my efforts to balance work and personal responsibilities.,0
963,The company's failure to provide a competitive salary or benefits package has led to a decline in my motivation and job satisfaction.,0
964,"I am frustrated by the lack of communication or updates from management about company goals or strategies, which has affected my motivation.",0
965,The absence of opportunities for personal growth or self-improvement within the organization has dampened my motivation to excel.,0
966,"I feel disillusioned by the company's failure to live up to its promises or commitments, which has eroded my trust and motivation.",0
967,"The lack of opportunities for collaboration or teamwork in my role has led to a sense of isolation and disengagement, impacting my motivation.",0
968,I am struggling to maintain motivation in the face of budget cuts or resource constraints within the organization.,0
969,The company's failure to provide opportunities for career development or advancement has left me feeling stuck and unmotivated in my role.,0
970,"I feel disheartened by the lack of support or encouragement from my manager, which has negatively impacted my motivation and morale.",0
971,The absence of a clear path for progression or advancement within the organization has led to a loss of motivation and ambition.,0
972,I am frustrated by the lack of recognition or rewards for my contributions to team projects or initiatives.,0
973,The company's failure to address issues of diversity and inclusion has created a negative work environment that has impacted my motivation.,0
974,"I feel disenchanted by the company's failure to invest in employee well-being or mental health support, which has affected my motivation.",0
975,The lack of opportunities for professional networking or industry engagement has led to a loss of motivation and career stagnation.,0
976,I am struggling to maintain motivation in the face of constant micromanagement or lack of trust from my superiors.,0
977,The company's failure to provide opportunities for employee involvement or participation in decision-making processes has led to a loss of motivation.,0
978,"I feel disempowered by the lack of opportunities for autonomy or ownership in my role, which has impacted my motivation and job satisfaction.",0
979,The absence of opportunities for recognition or rewards for exceptional performance has led to a decline in my motivation and commitment.,0
980,"I am frustrated by the lack of flexibility or accommodation for personal circumstances or needs, which has affected my motivation and morale.",0
981,"I am troubled by the disrespectful tone and demeanor of some colleagues, which creates a negative work environment.",1
982,The dismissive attitude of certain team members towards constructive feedback makes it challenging to collaborate effectively.,1
983,"I am frustrated by the lack of teamwork and cooperation among staff members, which hinders our collective productivity.",1
984,The hostile behavior of certain colleagues towards new ideas or suggestions stifles innovation and creativity in our team.,1
985,"I am disheartened by the cliques and favoritism among staff members, which creates divisions and undermines morale.",1
986,The passive-aggressive communication style of some colleagues leads to misunderstandings and conflicts within the team.,1
987,"I feel alienated by the exclusionary behavior of certain staff members, which makes it difficult to feel part of the team.",1
988,The lack of professionalism and accountability among some colleagues undermines our credibility and reputation as a team.,1
989,"I am concerned about the negative gossip and rumors spread by certain staff members, which damages trust and morale.",1
990,The lack of respect for boundaries and personal space among colleagues creates discomfort and tension in the workplace.,1
991,"I am troubled by the pessimistic attitude of some team members, which dampens enthusiasm and motivation for our projects.",1
992,The aggressive and confrontational behavior of certain staff members creates a hostile work environment for everyone.,1
993,"I am frustrated by the lack of empathy and understanding from some colleagues, especially during challenging times.",1
994,The unwillingness of certain team members to take responsibility for their actions leads to blame-shifting and finger-pointing.,1
995,I feel demotivated by the apathetic attitude of some colleagues towards our shared goals and objectives.,1
996,The disrespectful language and behavior of certain staff members towards others create a toxic atmosphere in the workplace.,1
997,"I am troubled by the passive behavior of some colleagues, who avoid addressing issues or conflicts, leading to unresolved tension.",1
998,The arrogance and superiority complex displayed by certain team members create resentment and tension within the team.,1
999,"I am disappointed by the lack of support and encouragement from some colleagues, especially during challenging projects.",1
1000,The negative and defeatist attitude of certain staff members undermines morale and confidence in our team's abilities.,1

